Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Test loss,Test accuracy
0,306.6352183818817,0.19618376096089682,1.4510117414587977,0.4687899872040947,1.1037575876750885,0.6220047923322684
1,310.3812825679779,0.19858047509147658,0.9213887624113665,0.672424824056302,0.8247048020743715,0.7154552715654952
2,313.00906467437744,0.20026171764195613,0.6852340928385522,0.7610364683301344,0.587843472584368,0.7975239616613419
3,313.04998660087585,0.2002878992967856,0.5599617184505048,0.8064419385796545,0.5430947022316174,0.8181908945686901
4,313.84878492355347,0.20079896668173605,0.4769726880013905,0.8379118682021753,0.48365175685943507,0.8423522364217252
5,315.07938289642334,0.2015862974385306,0.41728686404510407,0.8574656110044786,0.4018818289041519,0.8640175718849841
6,314.40016984939575,0.20115174014676632,0.3716378642969496,0.8705614203454894,0.3817817188156679,0.8722044728434505
7,314.19805002212524,0.20102242483821192,0.33108817738309854,0.8850767754318618,0.45553860834802684,0.8634185303514377
8,313.0167667865753,0.2002666454168748,0.29812425820923205,0.8972928662827895,0.3234786271346739,0.8908746006389776
9,314.6408700942993,0.20130573902386392,0.2644602205075195,0.9082293666026872,0.3164465370269629,0.897064696485623
10,319.26351857185364,0.20426328763394347,0.2465888011154271,0.9140075175943698,0.3229466790851122,0.8955670926517572
11,312.0717556476593,0.19966203176433736,0.21740049245974058,0.9239243442098528,0.2784200604802694,0.908047124600639
12,311.7810413837433,0.19947603415466622,0.19674158439347644,0.9319817658349329,0.3152016807026185,0.9051517571884984
13,311.646208524704,0.199389768729817,0.18252171679761592,0.9359604926423545,0.3641385437486271,0.9004592651757188
14,311.2096314430237,0.1991104487799256,0.1657516490855753,0.9408789187460013,0.3061284153415753,0.9101437699680511
15,309.2473564147949,0.19785499450722643,0.14802592317439658,0.9462771912987844,0.31198256679724296,0.9104432907348243
16,311.17009973526,0.19908515658046066,0.14162656296430703,0.9495961292386437,0.36345972462346,0.9019568690095847
17,311.4167149066925,0.19924293979954735,0.12674668832695182,0.9545345489443378,0.3708724561712731,0.9032547923322684
18,310.3309426307678,0.19854826783798324,0.11867877739372586,0.9579134676903391,0.3137129513537898,0.9111421725239617
19,310.5294666290283,0.19867528255216144,0.10866851633044004,0.961272392834293,0.3066267787847823,0.9121405750798722
20,311.5524551868439,0.19932978578812788,0.10259133131289169,0.9643714011516314,0.320962737320354,0.9113418530351438
21,310.44011783599854,0.1986181176174015,0.09385213282591498,0.9656509916826616,0.3443517076095548,0.9115415335463258
22,309.11870670318604,0.1977726850308292,0.0881920351550163,0.9684700895713372,0.3114605760477043,0.9185303514376997
23,308.3320519924164,0.19726938707128366,0.08850779773662092,0.9687300063979527,0.32931092545425833,0.9135383386581469
24,308.5320153236389,0.19739732266387647,0.0785023407237926,0.9728286948176583,0.3255252690462116,0.9193290734824281
25,311.252140045166,0.19913764558231992,0.07247917535200507,0.9753278950735764,0.324759282859804,0.9188298722044729
26,309.80503582954407,0.19821179515645815,0.07105739030171297,0.9760676583493282,0.348643134603985,0.9168330670926518
27,311.2909948825836,0.19916250472334204,0.06687213282000455,0.9762076135636596,0.34051004171255417,0.9179313099041534
28,311.4149045944214,0.19924178157032718,0.061476360618410025,0.9784468969929623,0.3589590044841676,0.9157348242811502
29,310.8176667690277,0.19885967163725382,0.0621495571393427,0.9784668905950096,0.3445615704054572,0.9166333865814696
30,311.6337471008301,0.19938179596982092,0.05508159618550608,0.980926103646833,0.377595838208418,0.9156349840255591
31,310.60335206985474,0.19872255410739267,0.05544150092848919,0.9805462252079334,0.3333548965444342,0.9200279552715654
32,308.04761600494385,0.19708740627315666,0.052876707685135096,0.9816258797184901,0.3312933418587164,0.9263178913738019
33,313.7490005493164,0.2007351251115268,0.05259665784438546,0.9806661868202176,0.3767279006463413,0.9148362619808307
34,312.5163743495941,0.1999464967047947,0.04800677070685309,0.9828854766474728,0.37737578508881525,0.9203274760383386
35,312.47321796417236,0.19991888545372513,0.045869542350953085,0.9839051503518874,0.35974151132994303,0.9215255591054313
36,311.12686705589294,0.1990574965168861,0.04726779695602934,0.9834053103007038,0.39516069255947783,0.9181309904153354
37,311.6698172092438,0.1994048734544106,0.04446781580869124,0.9845649392194498,0.4358779029956403,0.9104432907348243
38,311.480516910553,0.19928376001954765,0.04247139501562704,0.9853246960972489,0.3733494958539788,0.9178314696485623
39,312.62258076667786,0.2000144470676122,0.03757100433882508,0.9870441458733206,0.46383761133055407,0.9138378594249201
40,311.6083290576935,0.19936553362616347,0.04254125917088106,0.984924824056302,0.36515663413850874,0.9216253993610224
41,309.6268060207367,0.19809776456860953,0.03606763227369773,0.9875839731285988,0.4544907364809808,0.9130391373801917
42,297.07781076431274,0.19006897681657886,0.03925013265959832,0.9863443698016635,0.3619490430562775,0.9223242811501597
43,298.5462110042572,0.19100845233797645,0.037041538959069815,0.9871241202815099,0.35831315906888717,0.9258186900958466
44,312.2984833717346,0.19980709108876174,0.03527291864744898,0.9881837811900192,0.3871050960240743,0.9200279552715654
45,312.81721019744873,0.20013897005594927,0.03546309339934451,0.9878438899552143,0.3524977740066977,0.922723642172524
46,311.13819098472595,0.19906474151294046,0.0353431207840494,0.9880238323736404,0.3831733458879264,0.9226238019169329
47,319.36928367614746,0.20433095564692735,0.030624928190478462,0.9892234484964811,0.4112812157574529,0.9189297124600639
48,317.0863604545593,0.20287035217822094,0.03160130623014732,0.9891234804862444,0.35677155684278056,0.9251198083067093
49,319.74487471580505,0.20457125701587014,0.03274934028831747,0.988343730006398,0.37421031826184675,0.9212260383386581
