Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Test loss,Test accuracy
0,142.89298105239868,0.09142225275265431,1.3192926465664165,0.5265714971209213,1.0076268266755553,0.6520567092651757
1,106.59272313117981,0.06819751959768382,0.8580317218488253,0.697996641074856,0.6924843574389101,0.757388178913738
2,120.17860078811646,0.07688969980045839,0.6677947716402535,0.767334452975048,0.6413534609749675,0.7759584664536742
3,127.37411165237427,0.08149335358437253,0.5653874669521952,0.8045625399872041,0.5284757736725167,0.8162939297124601
4,123.75721573829651,0.0791792807026849,0.49977175366092935,0.8286548304542546,0.4753638891080698,0.8411541533546326
5,119.15355825424194,0.07623388244033394,0.4508502013166212,0.8443498080614203,0.45958372762504096,0.8414536741214057
6,124.93019342422485,0.07992974627269664,0.4065810479914921,0.861084452975048,0.48030075652245136,0.8420527156549521
7,132.1742742061615,0.08456447485998816,0.3801598280468051,0.8692418426103646,0.4022335672733216,0.8654153354632588
8,109.7646815776825,0.07022692359416666,0.3480166007984508,0.8812779910428663,0.3679106997819945,0.8753993610223643
9,121.786940574646,0.07791870798121944,0.3252349591939707,0.8867362444017914,0.4155849755143586,0.863917731629393
10,121.8812963962555,0.07797907638915899,0.3024549832566381,0.8948936340371081,0.3529970197471234,0.8857827476038339
11,132.79163026809692,0.08495945634555145,0.2813617036173207,0.9027511196417146,0.3572396822571278,0.8844848242811502
12,120.35338020324707,0.07700152284276844,0.2676597159851631,0.9077295265515035,0.3819441977924051,0.876797124600639
13,125.8941581249237,0.08054648632432738,0.2501658835541874,0.9124480166346769,0.34659438103008955,0.8874800319488818
14,114.73899269104004,0.07340946429369165,0.24059667939979223,0.9153071017274472,0.3331118649044357,0.8890774760383386
15,110.67302417755127,0.07080807688902832,0.22248235033730895,0.9228246960972489,0.36879517934835565,0.8829872204472844
16,119.7927839756012,0.07664285603045502,0.21102655134971182,0.9257637555982086,0.33491033731034386,0.895367412140575
17,113.52595806121826,0.07263337048062589,0.20058040467096266,0.9296225207933462,0.33318716524460446,0.8972643769968051
18,129.17097640037537,0.0826429791429145,0.19037180190270747,0.9336412348048625,0.3498290021406909,0.8963658146964856
19,111.79785203933716,0.07152773642951833,0.1828848538760594,0.9346809021113244,0.3104850477494371,0.9019568690095847
20,123.25603032112122,0.07885862464563098,0.17478675061332744,0.9389995201535508,0.36784703779620487,0.8854832268370607
21,119.98893427848816,0.07676835206557144,0.16397017154244375,0.9423984325015995,0.3223922073769684,0.9009584664536742
22,119.18157839775085,0.07625180959549,0.15879841543190654,0.9439579334612924,0.3361528226897454,0.9023562300319489
23,124.74887084960938,0.07981373694792666,0.15352719319151312,0.9450175943698017,0.31783383936820603,0.9056509584664537
24,113.12109851837158,0.072374343261914,0.1422715562831322,0.9494561740243123,0.3140128071660908,0.9087460063897763
25,131.72212529182434,0.08427519212528749,0.136215251900842,0.9513355726167626,0.30791778784481805,0.9092452076677316
26,119.62454104423523,0.0765352149995107,0.12850564359690247,0.9540746960972489,0.33162435587233724,0.9056509584664537
27,107.36213397979736,0.06868978501586523,0.12825810005864507,0.9535548624440179,0.3161365554073659,0.9100439297124601
28,114.51571607589722,0.07326661297242304,0.11979661325632725,0.9575735764555342,0.35833527493222167,0.9026557507987221
29,120.08332061767578,0.07682873999851297,0.1152940386729297,0.9596329174664108,0.3513575678809543,0.9036541533546326
30,133.73432660102844,0.08556258899617943,0.1114748311634232,0.9604726487523992,0.3753320950175674,0.9016573482428115
31,130.28516101837158,0.08335582918641816,0.10929614900785926,0.9618722008957133,0.3365898802950859,0.9083466453674122
32,123.59036254882812,0.07907252882202695,0.10932769164963198,0.9609524952015355,0.3386131493440166,0.9084464856230032
33,126.11287879943848,0.0806864227763522,0.09934953902177728,0.9651311580294306,0.35435594490152034,0.9077476038338658
34,130.30184507369995,0.08336650356602684,0.09915038300049506,0.9643314139475367,0.3465929352603972,0.9115415335463258
35,115.50383710861206,0.07389880813090982,0.09526628334243839,0.966550703774792,0.3511963245717767,0.9084464856230032
36,128.19057846069336,0.08201572518278526,0.08949915714033416,0.968690019193858,0.3442091031666524,0.9111421725239617
37,116.27619528770447,0.07439295923717497,0.088410213772596,0.9688299744081894,0.3649207303120484,0.9059504792332268
38,116.47099471092224,0.07451759098587475,0.08768805529588866,0.9689299424184261,0.3649494806624437,0.9100439297124601
39,122.89285969734192,0.07862626979996284,0.08132603573528704,0.971069257837492,0.3481855392441177,0.9182308306709265
40,115.76234602928162,0.07406420091444761,0.08014915415578328,0.9710492642354447,0.3592273969048509,0.9084464856230032
41,126.24162983894348,0.08076879708185764,0.0795736435749361,0.9713091810620601,0.3355008410684134,0.915435303514377
42,118.47995352745056,0.07580291332530426,0.07784986655668476,0.9717890275111964,0.349427380343191,0.9130391373801917
43,124.03908157348633,0.0793596171295498,0.07476530215169362,0.9729086692258477,0.36269745829692945,0.9129392971246006
44,130.1231484413147,0.08325217430666328,0.07503083522554596,0.9729686500319897,0.35967142476786534,0.9134384984025559
45,122.40052247047424,0.07831127477317609,0.06965845633113145,0.9751479526551503,0.33893243306295606,0.9135383386581469
46,130.1553249359131,0.0832727606755682,0.07163310678519656,0.9745681381957774,0.363561943097534,0.9131389776357828
47,111.9362063407898,0.07161625485655138,0.06982956381861903,0.9759077095329495,0.3469504933587064,0.915435303514377
48,130.3476378917694,0.08339580159422227,0.06490816193738844,0.9768274152271273,0.35386908057513244,0.9124400958466453
49,122.02225089073181,0.078069258407378,0.06450468849373837,0.9766874600127959,0.3667656604476577,0.9135383386581469
50,106.9311454296112,0.06841404058196494,0.0647258028189231,0.9765874920025592,0.38125260452202075,0.9093450479233227
51,125.71490144729614,0.08043179875066932,0.06223209594567506,0.9782269673704415,0.35979974248146,0.9131389776357828
52,129.7992923259735,0.08304497269735989,0.06173895554401348,0.977507197696737,0.3423523061667768,0.9162340255591054
53,119.38145756721497,0.07637969134178821,0.061457575261381334,0.9783069417786309,0.3934568305213091,0.9119408945686901
54,125.53858160972595,0.08031899015337553,0.05684611045181413,0.9796865003198977,0.37887346831272345,0.9105431309904153
55,111.60484385490417,0.07140425070691246,0.05748700818720393,0.9795865323096609,0.40794739964679955,0.9068490415335463
56,128.24858403205872,0.0820528368727183,0.05708859981088622,0.9798864363403711,0.3598647394534438,0.9188298722044729
57,113.1246075630188,0.07237658833206577,0.05264022021589566,0.9814059500959693,0.3759748947660858,0.917332268370607
58,115.35963106155396,0.07380654578474341,0.05493863390269511,0.9805462252079334,0.41260106898096655,0.9129392971246006
59,130.8268904685974,0.08370242512386271,0.05478090442248137,0.98034628918746,0.40769574274892917,0.9134384984025559
60,122.11908793449402,0.07813121428950354,0.051010503597765794,0.9819857645553423,0.3971072106901854,0.9127396166134185
